tree_type	tree_id	fungal_entries	outgroup_entries	status	separating_edge_length	marker_sh_alrt_percent	outgroup_taxa_json	fungal_taxa_sha256	tree_sha256
marker	4999134at2759	453	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	12316f619fa0ffd8eff1cdc19b3d50c2df56bd4726c3a85e9661124473f4d521	b94811715cdf11a6c274d775d2dba5015aec4ea92b6b28e59cde3c38c3fd21f7
marker	5000045at2759	461	21	exact_fungal_outgroup_split	0.1548105441	96.5	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	80a85fa420ac67d8c329b843f6e64a5fb3da0fca03d39c41045586fc45073593	4c17f725f8c2883bc016345f47976fa3a9ba3319dc0bf0a5802e2e8f7817ca5f
marker	5000152at2759	456	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	22a06a40e4d5b7ba7596d8a7f9675ae93d56bb534b78874bd670dd4136dd7205	415114cf7f9ec2e10b28c5547cdac47396cef381c53018122df4abd114cfe5d1
marker	5000362at2759	454	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b20a628fbe6a6f4f4a9e1703971ec9b984adbc3db7977ed4ec35ec551f9186cd	2230921f8152541411b13d877bffde8335434b67dd3759977125d3a9bf1252fc
marker	5000371at2759	446	19	exact_fungal_outgroup_split	0.1191129758	97.7	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O6239"", ""O7227"", ""O81824"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b795cbb1b59d71b6916ff98a438376936986d03cfb1fe611c99e5276c0e685fa	1e36d362186612117ea71a1bcd842f28699605b31217ffb24bbed21b4a64cc9a
marker	5000452at2759	441	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494"", ""OFS5426506""]"	63e3e927312255d8e17b731fa02f526f34c29b96c363c8dc9b6a785a38465c3a	e47502b2dd8fa618d73b6049b1b5a4c7a747560a492545e3bddf07906f191b05
marker	5000476at2759	457	22	exact_fungal_outgroup_split	0.0762756009	92.1	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	014ca7c9887cc4dbe5e75ba2ea6a390e3178f6be8fa4bbe8eee7182b734c854d	10ef129fc4a76eef9372d14872e37ce47d2621e17618a30ed1ed90fbd17450d7
marker	5000743at2759	472	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d3efcf991b29fc7c1693d95f80983ea339efdab2fc885cb793c06fe52c3c051e	9cd4115998df9eb38ad8f84847359da8eea97161abe488ecdc68cb9cb75ded4f
marker	5000823at2759	451	19	fungal_outgroup_split_absent			"[""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426458"", ""OFS5426470"", ""OFS5426494""]"	72b6a90e21391c8b695bcc93d4069873901ecf9ee3e28854e40442857e33cb83	905b5ee9952db7e1aa8b2faedf0b1d62a6c00da701d35863a1f75fae4d49dab3
marker	5000870at2759	466	20	exact_fungal_outgroup_split	0.1700433482	99.7	"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	82ff00da5d280e32988703ea2a94353e8b37e8d6faa52ae735631cb195fca070	d6b058d27c88ca85449452292b2d734de06a975fc1532e7a2d1f6f9c55840218
marker	5000986at2759	450	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	2880a0d1aae70c166431c2ace2f075c1f066eb13c7886866b1ba635bee7ad857	62dcc2bb1f4497e225533b44da49f2f5435ed5699723ed5819d55ce002020fd8
marker	5001156at2759	456	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	27c3a08cea6e6aba37cbe7c39495a164fe64a6b1f56728080de4490ded59d876	cb22ff8256dee6982258b720dfabb1b8eaffe1433e29d5285e9905ccaf7fd241
marker	5001273at2759	432	21	exact_fungal_outgroup_split	0.1032385878	93.5	"[""O10228"", ""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	a19a028852fd1a71d4f0b1b6394854fbe64b5b8f9ef83874dafe480644f8f9aa	5a4cdd83e8f1ddfb8f9974987936a1cfadd60df096b4a207e4ba93ac15143e97
marker	5001280at2759	470	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	c5add8c17e37718ca80c2665cc0bdc2959412ce9568283e4cf4f6fa84968c23f	6fcdd3da06e2a097d2f44c500b4d8e5554614d8719a9d8c338309d42ba4393e1
marker	5001318at2759	431	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426494""]"	d92c24d0f11982a9714d669cbedbf3bafffae8f0f9aeb1fc8896b0f7a6199bce	8e4eb7357125d25ce5fede532e7868e165b462ff3c2e982f0c0d287602367402
marker	5001413at2759	470	21	fungal_outgroup_split_absent			"[""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	2cc5beb27f2d219a888d6730493fe904e585b1c22bebdc0cc158cb8e3d397562	0503d611eb89398452354620c7641face065c9260f4454eceae9020275baadf2
marker	5001473at2759	463	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	5ce2ae15154cb6b7350cdec8ef53f90c77fc4c96e5eb1b7f8a28dc7ef824c41d	0bf8be2420fdd76f7597b0d705607ed893d1b071a96809186f79755f173ab663
marker	5001660at2759	462	22	exact_fungal_outgroup_split	0.0461954158	50.4	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494"", ""OFS5426506""]"	ea16f5f3f304ac22a28b48c0833e108cd689409cd546d7f66ce1eddf4db2635c	b5f3f6a2904fd65229d90e9f9cad3b99a1c896001346983261ecf314bf807483
marker	5001734at2759	457	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	1b0f41156e811c9e79150c1a482e54472d505c6c29c3c8bc2fcbf2c4809e9abd	c9d9fa8fc633d2897586deac9eda0f31ac168b99b54ae22e0823b30048a4bcf4
marker	5001941at2759	433	18	exact_fungal_outgroup_split	0.0497729949	80.6	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O81824"", ""O946362"", ""OFS5426470"", ""OFS5426494""]"	2a76f0e87fc6ff3e543134affa55a676bb49624cce4a9d1d37dc96f689072ff3	de1c0d32ff8f2a66a8f3f75429d08903937e556764d99fc07b6ef0ac71c4d60a
marker	5002334at2759	445	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	ec9ffbc0359d10a9dd2e3b43ccf4f2518e6448b40b6a69e804334ab655ce80da	e6d3906bc4a9b8308e5bfb28f6d325e1b089912759d134b03f9dba1ecfb3d302
marker	5002573at2759	458	22	fungal_outgroup_split_absent			"[""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	003b06387e5eeb68da2f0b62760c97d3705dbe4f71de47651a8cfd2e078f3f88	3d6134e7e02f13881a00ac6f29e00bea7ad98f7cdbe3d7f75224928036f8d028
marker	5003022at2759	450	20	exact_fungal_outgroup_split	0.1182106422	96.2	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	8b03049c9ddd75d272549dd0582499729f6ddeef8681c26b141786eff7bf3341	ddc0d1cf3d8a543b89c255c86ec2556c964a363083a7cd898bff07d909f6aad8
marker	5003192at2759	447	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	1843b8e3d039110ad4b8323d1ba0b19207aaedafa7e353b2238958fc57d00581	f4d9a53c6e2669450ab8ec58233631bca2c579a473bfd90915736f0ff170a9ab
marker	5003205at2759	476	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	02e178b6727e93d9ae1663a563dce67b8e4af40e0f3e114f9ccd401dec587bfb	131e570b1bcb43c9fec51831c3501afb3126566afa49c74caf68f0a5dfba7b30
marker	5003856at2759	470	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	6be33c8587c1a9e028aca0f87118f57b8735132b71784f5692d11304f49ed909	fb206438490ebe41feb1f03dee2338e1962bc3aadcbdf8c1bda5360a91913020
marker	5003972at2759	458	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	7c6a733bf25a72528ba0a60fd8329dd40c37f6d181219d20b58a6f3ae6f077dc	bb5ed7d783b851442846c94667165b9d0c8befb55139da8c6c5dbbbab946629f
marker	5004118at2759	461	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d416a0cefd9285765c91250e19151a824b09ba839c39f2c6dba6ddd0c69bb28e	a647d45c55b162e3dc59332e9c27c6c339df3180b99c20a30c66a59a15d15414
marker	5004265at2759	469	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	5ebb60fdde69f4d16a8d53d6f97dd0d6752530c06f1c447b4a87be21c19cb838	af6332bb6a6c30b9fd9bae751c66db67d717c4b0c7b803ea8fe14fce75b59e46
marker	5004327at2759	453	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	60cba67ba43f43a4ce08b3fdd40dc48d886053de68ff0a40547685237ee4280a	ee08fa0b6288b0661362bda4a41d60b2a0c576b5d0755b99e967c255d48c51a9
marker	5004391at2759	459	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O6239"", ""O691883"", ""O72019"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	ce64c56634421e44cae8736c00b6c501e1633c6be29d9f33b7d7dbcebc391c55	166bb1aa712333dbf2ba380bc1a5509769562fc264900233c5dceb23598eb2f3
marker	5004478at2759	460	22	exact_fungal_outgroup_split	0.0921605709	31.6	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b04f946c9726521081f914b22e2f95eecf9c3b55a6766a4f3c6f1406c156f609	221e85232dd735ff0fc48109ee6740c42f1c5d2d49894f526af21e1fb946585b
marker	5004599at2759	463	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	fa66513d8481b9cd0dd6c49bd2e33d856525741a1c3872921d6c45e450826679	a03c41d7c8fb12450f80bdb15e06efc36d67f08df0fad8378775b41cc91277a8
marker	5005010at2759	451	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	3cea4f5b4b5452805e4eb4ff9f9aaac81b4bcec89e5cc82db359ee883b341dbd	47c2a52f3fe2fb65bf6789e46c82f89dcd1813a3f7be1148df66a23b1a1bdb2f
marker	5005174at2759	454	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	3ea964100cf045e810747923932774cd08430f6d2591bbf338e402e703fdda56	ffbe3d6c49140ca6e795c72567009016e07865d268ef3d7a00aeef865f505177
marker	5005196at2759	455	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	8fadf1291baa459937763a36a1ef31048785598917ac6c35efd1af97b16dab9a	42f37ccfd246a52a0004c69fe8f51c85c565b1633b3a117ffc24aef5b78f805b
marker	5005215at2759	469	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	9278cfe54588500c5580592aea11d0259302139ca41f5cb530b1d828759ad5d5	d2cf661aa52b46210997fcb5ef205afd5573e70685b27d13dfdb67c0b445b7f1
marker	5005217at2759	462	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	5cc35b5899215cc5c7ea201c2940eba9a678f513aab7390c2bfe50dc01197106	9db1d7e7aa380431f3f9cd97ec79e2de28f737b36f0829559d960d71669985fb
marker	5005274at2759	460	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	661251eb0ee77f61e16499c51b18d27fe7082ad2fb75ebae022523be053c55d1	7cdf5f8933c7d2e5f1eab6d5995a2cf6918517489216045ac46d15b8e032fc26
marker	5005697at2759	484	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	cffc76e42db101914e4bb9f850220b796912b29ce1ae81f8249392cd4c7c5298	ea5c86e51d7f97dfcb911dbdbf35d0daf35192739aec7a479e05defd9b5ea655
marker	5005750at2759	451	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	edc0df55953dea18f3869f52af8fd2613f6a95c1e7ee6d2a6afcd16df96f9793	ebca0317242fd1ee2d11590b4c3835cbb15be90eea2cd52f761e5aec5125798f
marker	5005892at2759	459	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	9297286c3969e3092efbb064e01a5749552e9652f057ec1b7d76728469091ebe	e21c4ab52af051d99b5447fd83f0f39c3dcc0219c43decee9b305f9f3ed0fd18
marker	5006326at2759	463	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	2525910dde57aec77f030f32f7b7ed04fe452fc9c04f14cd96f66be4efe84dc0	54579b7bb93339700ef3b97ca0c29b7fa3720712b78f0bb1499268da9818c67e
marker	5006412at2759	458	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d98dde07dab19b2289a6cb7be0a6078f5d2b291258b6c4398c805c99a74a289e	d88527c4c47e0620475e339076b320acff0c902d898be5b50c654c66547f5ebd
marker	5011777at2759	475	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	8dae84145bae5b59c1a0557a80d17620473f156db7b118f6958850d2ff0bd6f4	a6cb8f99e5f790fbb0f2709ad568bd5413d81906b344cc03b8518a4486408647
marker	5013042at2759	417	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O81824"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	6f902ae71a719e41866702156c245daf5333bf22315e576bac77b5c97f310a4c	cbacf758fabf1f67148366a7e04615ac92f5cac0b9612de97ce14ff588196d01
marker	5013067at2759	451	22	fungal_outgroup_split_absent			"[""O10228"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	2bbf79238b3c477c226e9ec19cb2f4215a921443d3901e44be7b9910fe1c5580	de1db1ccab345028fe3dd98dfe2f3f0eba3944b5496a602cd4e817f62f48c847
marker	5013259at2759	476	24	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494"", ""OFS5426506""]"	f2c28fe05cba647e95f32358070358e1a7abdc56c8aa6f06c0acef0f496abe45	eb958029259d798e31d6811132c10732624465c71798c686336cc2f654d312aa
marker	5013539at2759	466	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	9bcff07e48d1bc9081bceb5ae682c87b4b6a7c69d7b9e8dc40366c26c185dde2	6063ae30676ebd63940277b9da0f27e2ade7f5ef279f9525c8e6dd59bc315258
marker	5013726at2759	455	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	cbba4e48d76bc118af8b5c37f863966474487903d55867af23ac31be58a469ee	f2863fb7ff1527ace9e22630f8b53d5c34403ec41052c153f72de2dd2571ae00
